Precision,Recall,F1,Acurracy,Tipo
0.9828834759710335,0.9953333333333333,0.9890692282212653,0.989,Imagen
0.9375,0.9,0.9183673469387755,0.92,Audio
0.9953519256308101,0.9993333333333333,0.9973386560212907,0.9973333333333333,Mixto
0.9953488372093023,0.9986666666666667,0.9970049916805325,0.997,PCA
1.0,0.9946666666666667,0.9973262032085561,0.9973333333333333,GMM
