Umbral,Precision,Recall,F1,Accuracy,Ensayo
2,0.9827012641383899,0.9846666666666667,0.9836829836829837,0.9836666666666667,Cara
5,1.0,0.42,0.5915492957746479,0.71,Voz
10,1.0,0.9953333333333333,0.9976612094888071,0.9976666666666667,Cara + Voz
1,0.9867812293456708,0.9953333333333333,0.9910388317291736,0.991,Cara + Voz. PCA
5,0.9874835309617919,0.9993333333333333,0.9933730947647449,0.9933333333333333,Cara + Voz. GMM
