Precision,Recall,F1,Acurracy,Tipo
0.9875,0.9731884057971014,0.9802919708029197,0.9804347826086957,Imagen
0.9148936170212766,0.9347826086956522,0.924731182795699,0.9239130434782609,Audio
0.9992679355783309,0.9891304347826086,0.9941733430444283,0.9942028985507246,Mixto
0.977519941986947,0.9768115942028985,0.9771656397245378,0.9771739130434782,PCA
0.992,0.9884057971014493,0.9901996370235935,0.9902173913043478,GMM
