Umbral,Precision,Recall,F1,Accuracy,Ensayo
3,0.9844097995545658,0.9608695652173913,0.9724972497249725,0.9728260869565217,Cara
5,0.8518518518518519,1.0,0.92,0.9130434782608695,Voz
6,0.9411764705882353,0.9971014492753624,0.9683321604503871,0.967391304347826,Cara + Voz
9,0.9970193740685543,0.9695652173913043,0.9831006612784717,0.9833333333333333,Cara + Voz. PCA
5,0.9785714285714285,0.9927536231884058,0.9856115107913668,0.9855072463768116,Cara + Voz. GMM
